ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead,CreditProduct_No,CreditProduct_Yes,IsActive_No,IsActive_Yes
EQZ6XAYP,Female,30,RG251,Self_Employed,X1,33.0,Yes,456516,No,0,0.0,1.0,1.0,0.0
CKFMGDUP,Male,57,RG277,Self_Employed,X3,110.0,Yes,589856,Yes,1,0.0,1.0,0.0,1.0
8SYWZ46N,Male,33,RG284,Salaried,X1,31.0,No,2476923,Yes,0,1.0,0.0,0.0,1.0
HYAF4HF7,Female,29,RG260,Salaried,X1,27.0,No,889350,No,0,1.0,0.0,1.0,0.0
FTGZXSMW,Male,25,RG254,Salaried,X1,25.0,Yes,1514895,No,1,0.0,1.0,1.0,0.0
2385YFEE,Male,28,RG269,Other,X1,31.0,No,1290046,No,0,1.0,0.0,1.0,0.0
BNF8ZGD7,Male,45,RG268,Self_Employed,X3,44.0,No,848445,Yes,0,1.0,0.0,0.0,1.0
MWFHEZ5B,Female,67,RG268,Other,X2,73.0,No,1664807,Yes,0,1.0,0.0,0.0,1.0
6OB4KY6J,Male,33,RG268,Other,X1,25.0,No,2952343,No,0,1.0,0.0,1.0,0.0
NEXRCCVK,Male,56,RG266,Self_Employed,X3,85.0,No,499770,Yes,1,1.0,0.0,0.0,1.0
UTXSIR72,Male,52,RG282,Self_Employed,X3,73.0,No,323942,No,1,1.0,0.0,1.0,0.0
RJ6AR4YG,Male,51,RG283,Salaried,X3,87.0,Yes,1083041,No,1,0.0,1.0,1.0,0.0
6QS6MLJ9,Male,34,RG283,Salaried,X4,9.0,Yes,1496472,No,1,0.0,1.0,1.0,0.0
VP83GAVK,Female,51,RG283,Self_Employed,X3,97.0,No,247535,Yes,0,1.0,0.0,0.0,1.0
DL88EJNT,Male,57,RG283,Self_Employed,X2,63.0,Yes,5950700,No,0,0.0,1.0,1.0,0.0
COJX7JA2,Male,50,RG254,Other,X3,45.0,No,2019160,Yes,1,1.0,0.0,0.0,1.0
DAKUO3PF,Male,54,RG283,Self_Employed,X2,61.0,Yes,936849,No,0,0.0,1.0,1.0,0.0
HYZVTVYA,Male,61,RG284,Self_Employed,X1,45.0,Yes,2601656,No,0,0.0,1.0,1.0,0.0
AYBXSLUN,Male,53,RG277,Other,X2,45.0,Yes,656659,No,0,0.0,1.0,1.0,0.0
W4ORA2MV,Male,44,RG263,Self_Employed,X2,50.0,No,399236,Yes,0,1.0,0.0,0.0,1.0
FRFT83JQ,Female,50,RG268,Entrepreneur,X1,44.0,No,2476336,No,1,1.0,0.0,1.0,0.0
7VSCS8EX,Female,47,RG268,Self_Employed,X3,99.0,No,3949713,No,0,1.0,0.0,1.0,0.0
XBIZJWPC,Female,36,RG261,Salaried,X1,25.0,No,1153707,No,0,1.0,0.0,1.0,0.0
5ETCKNBV,Male,47,RG284,Self_Employed,X2,99.0,Yes,1595307,No,1,0.0,1.0,1.0,0.0
K4OFW4MH,Male,50,RG272,Salaried,X2,81.0,No,732567,No,1,1.0,0.0,1.0,0.0
DUKS89WE,Male,34,RG255,Salaried,X1,32.0,No,746985,No,0,1.0,0.0,1.0,0.0
HL86W8YJ,Male,57,RG283,Other,X2,87.0,No,1074461,No,1,1.0,0.0,1.0,0.0
TC8CBESU,Female,29,RG283,Salaried,X1,13.0,No,2048949,Yes,0,1.0,0.0,0.0,1.0
2TW8RFGF,Female,51,RG283,Self_Employed,X3,26.0,Yes,1662261,Yes,0,0.0,1.0,0.0,1.0
G5FWNPOH,Female,27,RG266,Salaried,X1,26.0,No,251522,No,0,1.0,0.0,1.0,0.0
CVK9B97H,Male,53,RG280,Self_Employed,X3,74.0,No,758440,Yes,0,1.0,0.0,0.0,1.0
JFH9PATE,Female,50,RG272,Self_Employed,X2,68.0,Yes,700047,No,1,0.0,1.0,1.0,0.0
ILWVGF8F,Male,47,RG261,Self_Employed,X2,51.0,Yes,827895,No,0,0.0,1.0,1.0,0.0
PUQ8EB6V,Male,74,RG254,Other,X3,92.0,No,2383571,Yes,0,1.0,0.0,0.0,1.0
KZX5BHZS,Male,61,RG283,Self_Employed,X2,115.0,Yes,1609378,No,0,0.0,1.0,1.0,0.0
LDRY9RXT,Male,53,RG277,Self_Employed,X1,15.0,No,478811,Yes,0,1.0,0.0,0.0,1.0
WIEGYJDQ,Male,54,RG253,Other,X2,73.0,Yes,676177,No,1,0.0,1.0,1.0,0.0
MK7NGQX4,Female,42,RG251,Self_Employed,X3,51.0,No,568309,No,0,1.0,0.0,1.0,0.0
L4SKGEQG,Female,31,RG279,Salaried,X1,15.0,No,503971,No,0,1.0,0.0,1.0,0.0
BEPUKMR8,Female,51,RG276,Entrepreneur,X3,57.0,Yes,1102051,Yes,1,0.0,1.0,0.0,1.0
NDCALHUR,Male,27,RG270,Salaried,X1,19.0,No,728073,No,0,1.0,0.0,1.0,0.0
9JIJ7Z7K,Female,60,RG264,Self_Employed,X2,92.0,Yes,857417,No,1,0.0,1.0,1.0,0.0
QGZ8CFGY,Male,46,RG283,Self_Employed,X3,87.0,Yes,489144,No,1,0.0,1.0,1.0,0.0
HBCV5QT8,Female,28,RG268,Salaried,X1,27.0,No,3123134,No,0,1.0,0.0,1.0,0.0
GRPXJJM9,Female,28,RG282,Salaried,X1,31.0,Yes,668879,No,0,0.0,1.0,1.0,0.0
TTL6JNNF,Male,31,RG268,Other,X1,20.0,No,1776306,Yes,0,1.0,0.0,0.0,1.0
HJDGHZ7I,Female,30,RG254,Other,X1,25.0,No,1230629,No,0,1.0,0.0,1.0,0.0
KLVRETES,Male,46,RG276,Self_Employed,X3,37.0,No,922280,Yes,1,1.0,0.0,0.0,1.0
Q2ACWEVY,Male,31,RG270,Other,X1,26.0,No,300081,No,0,1.0,0.0,1.0,0.0
VJMIRWEK,Female,76,RG263,Other,X1,19.0,No,771149,No,0,1.0,0.0,1.0,0.0
F5PBMGG7,Female,31,RG272,Salaried,X1,14.0,No,575910,No,0,1.0,0.0,1.0,0.0
IMSGGWDR,Male,29,RG283,Salaried,X1,14.0,No,1032836,Yes,0,1.0,0.0,0.0,1.0
HYJB6TUU,Female,67,RG251,Other,X3,98.0,No,1273314,Yes,0,1.0,0.0,0.0,1.0
YDEEGOHO,Male,63,RG253,Other,X3,15.0,No,803340,No,0,1.0,0.0,1.0,0.0
HT5KWDGQ,Male,55,RG283,Other,X2,61.0,No,1071364,No,0,1.0,0.0,1.0,0.0
AYNJRUBF,Male,73,RG280,Other,X3,85.0,No,438084,Yes,0,1.0,0.0,0.0,1.0
NH62X5ER,Male,46,RG268,Self_Employed,X2,21.0,No,2113385,Yes,0,1.0,0.0,0.0,1.0
KXE6JQ7V,Male,27,RG252,Other,X1,25.0,No,237069,Yes,0,1.0,0.0,0.0,1.0
GDH3WGSN,Male,47,RG253,Self_Employed,X3,99.0,Yes,557540,Yes,0,0.0,1.0,0.0,1.0
5FJMOUTA,Male,27,RG254,Salaried,X1,13.0,No,1158237,No,0,1.0,0.0,1.0,0.0
O3NJJLJP,Male,43,RG261,Self_Employed,X3,75.0,No,943266,No,0,1.0,0.0,1.0,0.0
JIVKZAX7,Male,48,RG254,Self_Employed,X2,92.0,Yes,815738,No,0,0.0,1.0,1.0,0.0
YLYYWAUC,Male,27,RG277,Other,X1,20.0,No,784401,Yes,0,1.0,0.0,0.0,1.0
4OEWDKYJ,Male,27,RG280,Salaried,X1,20.0,No,292543,No,0,1.0,0.0,1.0,0.0
GEOUFPTZ,Female,36,RG284,Self_Employed,X3,39.0,No,795597,Yes,0,1.0,0.0,0.0,1.0
HJFEIUAE,Female,62,RG254,Other,X2,69.0,Yes,2729727,Yes,1,0.0,1.0,0.0,1.0
5FQ5SWM9,Male,48,RG254,Self_Employed,X2,85.0,No,623364,Yes,1,1.0,0.0,0.0,1.0
W9KHEEOJ,Female,29,RG254,Salaried,X1,26.0,No,1956682,No,0,1.0,0.0,1.0,0.0
SD5KZ8PG,Female,53,RG283,Self_Employed,X3,116.0,Yes,2555270,Yes,1,0.0,1.0,0.0,1.0
UCSQPRBU,Male,39,RG277,Other,X3,73.0,No,266279,No,0,1.0,0.0,1.0,0.0
VY9SCKTH,Male,27,RG283,Salaried,X1,15.0,No,1213888,Yes,0,1.0,0.0,0.0,1.0
FSTYAUFT,Male,53,RG252,Self_Employed,X4,15.0,No,256747,Yes,0,1.0,0.0,0.0,1.0
WZWFJWZL,Female,28,RG281,Other,X1,20.0,No,1006687,Yes,0,1.0,0.0,0.0,1.0
BSQ3H8PN,Female,81,RG280,Other,X1,56.0,No,298185,Yes,0,1.0,0.0,0.0,1.0
VGPQTXPD,Female,25,RG268,Salaried,X1,15.0,No,3850567,No,0,1.0,0.0,1.0,0.0
74CO7464,Male,64,RG257,Other,X3,109.0,No,475509,Yes,1,1.0,0.0,0.0,1.0
AJTWDF2N,Female,38,RG268,Self_Employed,X3,73.0,No,958271,Yes,0,1.0,0.0,0.0,1.0
7HWEQT58,Male,47,RG279,Self_Employed,X2,20.0,Yes,500331,No,0,0.0,1.0,1.0,0.0
NC43MWQX,Female,41,RG254,Self_Employed,X2,31.0,No,535575,Yes,0,1.0,0.0,0.0,1.0
DBQENEZA,Male,27,RG262,Self_Employed,X1,15.0,Yes,819218,No,0,0.0,1.0,1.0,0.0
YEJ3FOPT,Male,42,RG268,Salaried,X3,121.0,Yes,2944493,Yes,1,0.0,1.0,0.0,1.0
MZEBQQXH,Female,47,RG260,Self_Employed,X3,50.0,No,578882,No,0,1.0,0.0,1.0,0.0
BVEPBTCE,Male,40,RG257,Other,X4,13.0,Yes,419279,No,0,0.0,1.0,1.0,0.0
OAPGCMXZ,Female,31,RG250,Salaried,X1,32.0,No,1514326,No,1,1.0,0.0,1.0,0.0
5SZQJO4P,Male,61,RG251,Self_Employed,X3,99.0,No,268192,No,0,1.0,0.0,1.0,0.0
TH6DYCJV,Male,44,RG268,Self_Employed,X2,91.0,No,769529,No,0,1.0,0.0,1.0,0.0
ZJ5WN2VJ,Male,29,RG254,Salaried,X1,26.0,No,1336388,Yes,0,1.0,0.0,0.0,1.0
JZUPH3WC,Male,32,RG256,Salaried,X2,27.0,Yes,459569,Yes,0,0.0,1.0,0.0,1.0
MYCX6AG3,Male,65,RG254,Other,X3,116.0,Yes,1252826,No,1,0.0,1.0,1.0,0.0
Q9GRWVER,Female,71,RG268,Other,X3,73.0,No,1940467,Yes,1,1.0,0.0,0.0,1.0
WQZW6YT4,Male,28,RG271,Other,X1,26.0,No,1955054,No,0,1.0,0.0,1.0,0.0
FK8XWMPD,Male,56,RG257,Salaried,X2,15.0,No,908547,No,1,1.0,0.0,1.0,0.0
ZNGNIIJX,Male,53,RG254,Entrepreneur,X3,80.0,Yes,867465,No,0,0.0,1.0,1.0,0.0
JYPUOUZO,Female,51,RG254,Self_Employed,X2,19.0,No,651257,Yes,1,1.0,0.0,0.0,1.0
TTTVGAHM,Male,56,RG268,Self_Employed,X1,57.0,Yes,935372,No,0,0.0,1.0,1.0,0.0
JBJQ5G2Q,Male,42,RG257,Self_Employed,X2,63.0,No,757149,No,0,1.0,0.0,1.0,0.0
CFGNR6D3,Male,31,RG281,Salaried,X1,26.0,No,823303,No,0,1.0,0.0,1.0,0.0
N8LYBWVA,Male,36,RG274,Salaried,X1,26.0,Yes,1122913,No,1,0.0,1.0,1.0,0.0
PF3YGWSQ,Male,43,RG272,Self_Employed,X1,20.0,No,814447,No,1,1.0,0.0,1.0,0.0
RXFWVVBU,Female,70,RG281,Other,X2,33.0,No,656837,No,0,1.0,0.0,1.0,0.0
MB3UNU3C,Female,31,RG268,Salaried,X1,19.0,No,631063,Yes,0,1.0,0.0,0.0,1.0
6QOGPKXC,Female,27,RG283,Salaried,X1,15.0,Yes,1745049,No,0,0.0,1.0,1.0,0.0
MWRKYCCD,Male,64,RG272,Other,X3,39.0,No,602352,Yes,0,1.0,0.0,0.0,1.0
RNOIPDDY,Male,52,RG254,Entrepreneur,X3,116.0,No,967465,No,1,1.0,0.0,1.0,0.0
MBQDE9XV,Female,43,RG280,Other,X3,15.0,Yes,688361,Yes,1,0.0,1.0,0.0,1.0
X2PDFEK4,Male,25,RG250,Salaried,X1,13.0,Yes,469234,No,0,0.0,1.0,1.0,0.0
KWPIJSJG,Male,79,RG284,Other,X2,86.0,Yes,646326,No,0,0.0,1.0,1.0,0.0
7GWBT2JF,Female,27,RG283,Salaried,X1,21.0,No,2933466,No,0,1.0,0.0,1.0,0.0
BTASVN5N,Male,68,RG284,Other,X1,21.0,Yes,723205,No,0,0.0,1.0,1.0,0.0
HJN6OG6T,Female,26,RG252,Salaried,X1,19.0,No,305999,Yes,0,1.0,0.0,0.0,1.0
52BZDZBQ,Male,39,RG283,Other,X1,32.0,No,1637244,No,0,1.0,0.0,1.0,0.0
PRCJKLHN,Male,29,RG262,Other,X1,26.0,No,714322,Yes,0,1.0,0.0,0.0,1.0
NYR9E7J7,Male,46,RG269,Self_Employed,X2,81.0,No,3831583,No,0,1.0,0.0,1.0,0.0
NLJ6QQGZ,Male,50,RG268,Entrepreneur,X2,91.0,No,1371018,No,1,1.0,0.0,1.0,0.0
HF8PJ5SZ,Female,47,RG283,Self_Employed,X2,49.0,Yes,1553076,No,0,0.0,1.0,1.0,0.0
JCGRLBBV,Male,40,RG264,Self_Employed,X2,25.0,Yes,490799,No,1,0.0,1.0,1.0,0.0
MDHCOHXE,Female,38,RG277,Self_Employed,X3,43.0,Yes,1956495,Yes,0,0.0,1.0,0.0,1.0
UROOAPHF,Male,50,RG254,Other,X1,25.0,No,1225975,No,0,1.0,0.0,1.0,0.0
2RBDBEJR,Female,28,RG273,Other,X1,14.0,Yes,1327604,No,0,0.0,1.0,1.0,0.0
HJJBHWDF,Male,58,RG280,Self_Employed,X2,38.0,No,437630,No,0,1.0,0.0,1.0,0.0
WG5GD3XE,Male,36,RG275,Salaried,X1,33.0,No,431917,No,0,1.0,0.0,1.0,0.0
IKUFVCWZ,Male,52,RG268,Self_Employed,X3,116.0,No,1518900,Yes,0,1.0,0.0,0.0,1.0
KPQRHQ9S,Female,29,RG270,Salaried,X1,21.0,No,1432659,No,0,1.0,0.0,1.0,0.0
CNHC5U4Y,Female,45,RG279,Other,X1,27.0,No,779675,No,0,1.0,0.0,1.0,0.0
4VTSQTDR,Male,41,RG283,Salaried,X2,38.0,Yes,1750300,Yes,1,0.0,1.0,0.0,1.0
NKDAJSAW,Female,33,RG261,Salaried,X1,13.0,No,886813,No,0,1.0,0.0,1.0,0.0
C24LJT3V,Male,38,RG251,Other,X2,50.0,No,454514,No,0,1.0,0.0,1.0,0.0
M4RGYZ2N,Male,39,RG277,Salaried,X2,19.0,Yes,1059456,No,0,0.0,1.0,1.0,0.0
46C8U62O,Male,48,RG284,Self_Employed,X2,44.0,Yes,864287,No,0,0.0,1.0,1.0,0.0
ENKG9VIA,Male,27,RG269,Other,X1,26.0,No,821327,No,0,1.0,0.0,1.0,0.0
EHM32XKA,Female,26,RG282,Salaried,X1,14.0,No,703918,No,0,1.0,0.0,1.0,0.0
CFKJ6PYQ,Male,27,RG267,Salaried,X1,19.0,Yes,428677,No,0,0.0,1.0,1.0,0.0
BTOLGHJ9,Female,42,RG283,Self_Employed,X3,62.0,Yes,773899,No,0,0.0,1.0,1.0,0.0
J93HJSIZ,Male,49,RG277,Self_Employed,X1,25.0,Yes,576711,Yes,1,0.0,1.0,0.0,1.0
24TWNPYJ,Male,45,RG254,Self_Employed,X2,32.0,No,3540669,Yes,0,1.0,0.0,0.0,1.0
ADHB8BVF,Female,30,RG277,Salaried,X1,15.0,No,460325,No,1,1.0,0.0,1.0,0.0
Y3JPBEWC,Male,27,RG268,Salaried,X1,15.0,No,404318,Yes,0,1.0,0.0,0.0,1.0
MEJ4KPWV,Male,49,RG277,Self_Employed,X3,50.0,No,1057880,Yes,0,1.0,0.0,0.0,1.0
FFGTOJSK,Female,59,RG279,Self_Employed,X3,61.0,No,894957,No,0,1.0,0.0,1.0,0.0
BVS6GNHN,Female,61,RG268,Self_Employed,X3,105.0,No,591458,Yes,0,1.0,0.0,0.0,1.0
BAPGQAAR,Female,29,RG277,Salaried,X1,19.0,No,760549,Yes,0,1.0,0.0,0.0,1.0
DG4VKAB6,Female,45,RG276,Other,X3,32.0,Yes,1015338,No,0,0.0,1.0,1.0,0.0
CZA6IGYC,Male,30,RG277,Other,X1,32.0,No,666013,No,0,1.0,0.0,1.0,0.0
HGZDWMJA,Female,56,RG263,Self_Employed,X2,55.0,No,1031679,Yes,0,1.0,0.0,0.0,1.0
QFHD9K8E,Male,61,RG253,Self_Employed,X3,44.0,No,1440901,No,1,1.0,0.0,1.0,0.0
WBTUCHAI,Male,69,RG283,Other,X2,81.0,Yes,1177069,Yes,0,0.0,1.0,0.0,1.0
6WQ2VRNL,Male,56,RG283,Self_Employed,X3,13.0,No,1244487,No,1,1.0,0.0,1.0,0.0
QSMCFI8Z,Male,29,RG283,Salaried,X1,26.0,No,1260418,Yes,0,1.0,0.0,0.0,1.0
RELRUMMG,Male,40,RG253,Self_Employed,X2,15.0,Yes,2206167,No,0,0.0,1.0,1.0,0.0
MKMDJHIT,Male,26,RG257,Salaried,X1,19.0,No,1081198,No,0,1.0,0.0,1.0,0.0
LAAFATL8,Male,43,RG270,Self_Employed,X2,38.0,No,870099,Yes,0,1.0,0.0,0.0,1.0
RYKQGCLI,Male,47,RG268,Self_Employed,X3,103.0,No,1259430,No,1,1.0,0.0,1.0,0.0
F62FU6DQ,Male,53,RG283,Salaried,X1,97.0,Yes,807141,Yes,1,0.0,1.0,0.0,1.0
Q72UYPFD,Male,46,RG254,Salaried,X3,63.0,No,946212,No,1,1.0,0.0,1.0,0.0
G3HJQRXB,Female,28,RG280,Other,X3,20.0,No,646611,No,0,1.0,0.0,1.0,0.0
SINZYXCE,Male,43,RG280,Self_Employed,X2,20.0,Yes,1048464,Yes,1,0.0,1.0,0.0,1.0
DYFKEWMD,Male,70,RG284,Other,X3,68.0,Yes,1876360,Yes,0,0.0,1.0,0.0,1.0
HZNDNUKB,Female,45,RG261,Self_Employed,X1,31.0,Yes,245729,No,0,0.0,1.0,1.0,0.0
8ZMGEF76,Male,32,RG257,Self_Employed,X3,44.0,No,1183806,No,0,1.0,0.0,1.0,0.0
NWZCSWRI,Female,27,RG281,Salaried,X1,27.0,Yes,726284,No,0,0.0,1.0,1.0,0.0
W256G9AX,Female,26,RG268,Salaried,X1,15.0,No,1279793,Yes,0,1.0,0.0,0.0,1.0
WOEJVBMC,Female,51,RG284,Self_Employed,X1,81.0,No,1663178,No,0,1.0,0.0,1.0,0.0
CXNM7PZE,Female,57,RG269,Self_Employed,X2,97.0,No,1180220,No,1,1.0,0.0,1.0,0.0
RRHKIXFD,Female,31,RG282,Salaried,X1,19.0,No,778055,No,0,1.0,0.0,1.0,0.0
7RXTRDWS,Male,41,RG268,Self_Employed,X1,49.0,No,1001036,No,0,1.0,0.0,1.0,0.0
M7SZ7HFQ,Female,50,RG283,Self_Employed,X3,109.0,No,807434,Yes,1,1.0,0.0,0.0,1.0
6TSWW7J2,Male,45,RG254,Self_Employed,X2,33.0,No,1085924,Yes,0,1.0,0.0,0.0,1.0
GCY8FWQY,Male,50,RG276,Entrepreneur,X3,98.0,No,1765920,Yes,1,1.0,0.0,0.0,1.0
7D9UJIVE,Male,30,RG264,Salaried,X1,31.0,No,522590,No,0,1.0,0.0,1.0,0.0
MVQMEAVR,Female,38,RG283,Self_Employed,X3,32.0,Yes,985577,Yes,0,0.0,1.0,0.0,1.0
SAYG7E3A,Male,65,RG254,Other,X2,21.0,No,1507054,No,0,1.0,0.0,1.0,0.0
CT55ZKCD,Female,45,RG283,Other,X3,68.0,No,1745236,Yes,0,1.0,0.0,0.0,1.0
YDA8FZIU,Male,81,RG283,Other,X3,49.0,No,2066971,Yes,0,1.0,0.0,0.0,1.0
EJUBTYBC,Male,55,RG274,Self_Employed,X3,31.0,No,843728,Yes,0,1.0,0.0,0.0,1.0
9GFWWB8N,Female,46,RG268,Self_Employed,X3,73.0,Yes,1958133,No,1,0.0,1.0,1.0,0.0
VSMSRMD8,Female,29,RG280,Salaried,X2,27.0,Yes,1229748,No,1,0.0,1.0,1.0,0.0
UK2V6R8A,Female,51,RG268,Self_Employed,X3,116.0,No,1637368,Yes,1,1.0,0.0,0.0,1.0
DDWUT5CZ,Male,29,RG283,Salaried,X1,33.0,No,1808115,No,0,1.0,0.0,1.0,0.0
AR5JKEKV,Female,37,RG268,Self_Employed,X2,25.0,No,878955,Yes,0,1.0,0.0,0.0,1.0
P83BBCFT,Male,27,RG275,Salaried,X1,15.0,No,1477124,No,0,1.0,0.0,1.0,0.0
OFGKHOKN,Male,54,RG281,Self_Employed,X2,62.0,No,682941,Yes,0,1.0,0.0,0.0,1.0
BEUG82M9,Male,43,RG268,Self_Employed,X3,74.0,No,1830970,No,1,1.0,0.0,1.0,0.0
EAZFSSDQ,Female,31,RG261,Salaried,X1,20.0,No,834891,No,0,1.0,0.0,1.0,0.0
BHYV83H9,Female,28,RG276,Salaried,X1,19.0,No,468905,Yes,0,1.0,0.0,0.0,1.0
IIIGEV5Z,Male,60,RG268,Other,X2,79.0,No,776097,No,1,1.0,0.0,1.0,0.0
T7MZTLDL,Male,75,RG254,Other,X3,109.0,No,2107306,No,1,1.0,0.0,1.0,0.0
84JD9HS2,Male,30,RG257,Other,X1,13.0,No,562257,No,0,1.0,0.0,1.0,0.0
JEUQMQXU,Male,32,RG269,Self_Employed,X3,26.0,No,1088354,Yes,0,1.0,0.0,0.0,1.0
3N3YKLVB,Male,64,RG283,Other,X2,92.0,Yes,1139582,No,0,0.0,1.0,1.0,0.0
H68HREE6,Female,49,RG284,Self_Employed,X2,92.0,No,2561687,No,1,1.0,0.0,1.0,0.0
FIMBVUFK,Male,31,RG280,Salaried,X1,15.0,No,545828,No,0,1.0,0.0,1.0,0.0
BZ6VYNOT,Female,28,RG264,Salaried,X1,19.0,No,271966,No,0,1.0,0.0,1.0,0.0
SXNDPIYC,Female,49,RG281,Other,X2,91.0,No,493958,No,1,1.0,0.0,1.0,0.0
KPYIRDMW,Female,34,RG273,Other,X1,31.0,Yes,895945,No,0,0.0,1.0,1.0,0.0
6GV7UBKK,Female,56,RG284,Self_Employed,X3,104.0,No,1588000,No,0,1.0,0.0,1.0,0.0
TP7RSJMU,Female,26,RG257,Salaried,X1,13.0,No,618487,No,0,1.0,0.0,1.0,0.0
K4VACQQR,Female,30,RG263,Salaried,X1,20.0,No,423960,No,0,1.0,0.0,1.0,0.0
ENSW2L7Y,Male,30,RG254,Salaried,X1,19.0,Yes,1140143,No,0,0.0,1.0,1.0,0.0
JXEHUL4B,Male,30,RG260,Salaried,X1,32.0,No,405172,No,0,1.0,0.0,1.0,0.0
O43CMHTT,Male,55,RG267,Self_Employed,X2,51.0,No,668265,No,0,1.0,0.0,1.0,0.0
